main_colno	code	quality	ref	length	variant	genus	spec_epithet	cf	pair_name	survey	country	province	region	city	elev	lon	lat	prec	remark	genbank_id	sporocarp_sample_by	sporocarp_sample_date	dna_sample_by	dna_sample_date	pcr_by	pcr_date	seq_date	submitter	submit_date	ref_person	ref_date	author	doi	n_ch	loc_code	distance	direction	topo	habitat	local	specimen_id	locality_id
Sc30141	SSU	NA	Undefined	549	NA	Lamproderma	splendens	TRUE	S1 / SU19R	SN_17	Spain	Andalusia	Sierra Nevada	Lanjaron	2475	-3.316083	37.010528	30.0	Sc29386_LAM_SN	MH930630	NA	NA	Oleg  Shchepin	2017-10-26	Oleg  Shchepin	2017-11-20	2017-11-24	Oleg Shchepin	2020-02-05	NA	NA	O.N. Shchepin	10.1016/j.funeco.2018.11.006	0	SN2017_13b	1500.0	S	Refugio Poqueira	alpine steppes with dwarf shrubs and some grassland	NNE of Capileira, between the gravel road to Hoya de Portillo and Aceguite Alta channel	6153	396
Sc30136	SSU	NA	Yes	542	NA	Physarum	alpestre	FALSE	S1 / SU19R	SN_17	Spain	Andalusia	Sierra Nevada	Lanjaron	2540	-3.315222	37.019250	20.0	Sc29381_PHYals_SN	MH930700	NA	NA	Oleg  Shchepin	2017-10-26	Oleg  Shchepin	2017-11-20	2017-11-24	Oleg Shchepin	2020-02-05	Oleg Shchepin	2020-02-05	O.N. Shchepin	10.1016/j.funeco.2018.11.006	0	SN2017_12d	700.0	SSE	Refugio Poqueira	alpine grassland with some dwarf shrubs	NNE of Capileira, above the gravel road to Hoya de Portillo	6148	394
Sc30121	SSU	NA	Yes	579	NA	Physarum	vernum	FALSE	S1 / SU19R	SN_17	Spain	Andalusia	Sierra Nevada	Lanjaron	2618	-3.319083	37.028889	50.0	Sc29366_PHYver_SN	MH930776	NA	NA	Oleg  Shchepin	2017-10-24	Oleg  Shchepin	2017-11-14	2017-11-18	Oleg Shchepin	2020-02-05	Oleg Shchepin	2020-02-05	O.N. Shchepin	10.1016/j.funeco.2018.11.006	0	SN2017_10k	700.0	NE	Refugio Poqueira	stony alpine steppe with dwarf shrubs	NNE of Capileira	6133	383
Sc30064	SSU	NA	Yes	578	NA	Physarum	vernum	FALSE	S1 / SU19R	SN_17	Spain	Andalusia	Sierra Nevada	Lanjaron	2258	-3.333528	36.980944	25.0	Sc29309_PHYver_SN	MH930775	NA	NA	Oleg  Shchepin	2017-10-26	Oleg  Shchepin	2017-11-20	2017-11-24	Oleg Shchepin	2020-02-05	Oleg Shchepin	2020-02-05	O.N. Shchepin	10.1016/j.funeco.2018.11.006	0	SN2017_6f	750.0	W	Mirador Puerto Molina	open alpine steppe with dwarf shrubs	N of Capileira	6076	357
Sc30055	SSU	NA	Undefined	547	NA	Meriderma	NA	FALSE	S1 / SU19R	SN_17	Spain	Andalusia	Sierra Nevada	Lanjaron	2242	-3.335306	36.980056	35.0	Sc29300_MERspi_SN	MH930682	NA	NA	Oleg  Shchepin	2017-10-26	Oleg  Shchepin	2017-11-20	2017-11-24	Oleg Shchepin	2020-02-05	NA	NA	O.N. Shchepin	10.1016/j.funeco.2018.11.006	0	SN2017_6b	750.0	W	Mirador Puerto Molina	open alpine steppe with dwarf shrubs	N of Capileira	6067	353
Sc30419	SSU	NA	Yes	545	NA	Diderma	alpinum	FALSE	S1 / SU19R	SN_17	Spain	Andalusia	Sierra Nevada	Trevelez	2400	-3.293361	37.006861	20.0	old29664_DID_SN	MN595497	NA	NA	Oleg  Shchepin	2017-11-30	Oleg  Shchepin	2017-11-30	2017-12-13	Oleg Shchepin	2020-02-05	Oleg Shchepin	2020-02-05	M. Schnittler, O.N. Shchepin, Y.K. Novozhilov	NA	0	SN2017_26b	2700.0	NW	Trevelez	stony alpine steppe with dwarf shrubs	NW of Trevelez, trail to the Alto del Chorrillo	6431	442
Sc30416	SSU	NA	Yes	545	NA	Diderma	alpinum	FALSE	S1 / SU19R	SN_17	Spain	Andalusia	Sierra Nevada	Trevelez	2400	-3.293361	37.006861	20.0	old29661_DID_SN	MN595496	NA	NA	Oleg  Shchepin	2017-10-26	Oleg  Shchepin	2017-11-20	2017-11-24	Oleg Shchepin	2020-02-05	Oleg Shchepin	2020-02-05	M. Schnittler, O.N. Shchepin, Y.K. Novozhilov	NA	0	SN2017_26b	2700.0	NW	Trevelez	stony alpine steppe with dwarf shrubs	NW of Trevelez, trail to the Alto del Chorrillo	6428	442
Sc30373	SSU	NA	Yes	555	NA	Diderma	meyerae	FALSE	S1 / SU19R	SN_17	Spain	Andalusia	Sierra Nevada	Trevelez	2400	-3.293361	37.006861	20.0	old29618_DIDmey_SN	MN595495	NA	NA	Oleg  Shchepin	2017-10-26	Oleg  Shchepin	2017-11-20	2017-11-24	Oleg Shchepin	2020-02-05	Oleg Shchepin	2020-02-05	M. Schnittler, O.N. Shchepin, Y.K. Novozhilov	NA	0	SN2017_26b	2700.0	NW	Trevelez	stony alpine steppe with dwarf shrubs	NW of Trevelez, trail to the Alto del Chorrillo	6385	442
Sc30372	SSU	NA	Yes	555	NA	Diderma	meyerae	FALSE	S1 / SU19R	SN_17	Spain	Andalusia	Sierra Nevada	Trevelez	2400	-3.293361	37.006861	20.0	old29617_DIDmey_SN	MN595494	NA	NA	Oleg  Shchepin	2017-11-30	Oleg  Shchepin	2017-11-30	2017-12-13	Oleg Shchepin	2020-02-05	Oleg Shchepin	2020-02-05	M. Schnittler, O.N. Shchepin, Y.K. Novozhilov	NA	0	SN2017_26b	2700.0	NW	Trevelez	stony alpine steppe with dwarf shrubs	NW of Trevelez, trail to the Alto del Chorrillo	6384	442
Sc30318	SSU	NA	Yes	555	NA	Diderma	microcarpum	FALSE	S1 / SU19R	SN_17	Spain	Andalusia	Sierra Nevada	Trevelez	2560	-3.297583	37.008778	20.0	old29563_DID_SN	MN595493	NA	NA	Oleg  Shchepin	2017-11-30	Oleg  Shchepin	2017-11-30	2017-12-13	Oleg Shchepin	2020-02-05	Oleg Shchepin	2020-02-05	M. Schnittler, O.N. Shchepin, Y.K. Novozhilov	NA	0	SN2017_27g	2700.0	NW	Trevelez	stony alpine steppe with dwarf shrubs	NW of Trevelez, trail to the Alto del Chorrillo	6330	436
Sc30302	SSU	NA	Yes	549	NA	Diderma	europaeum	FALSE	S1 / SU19R	SN_17	Spain	Andalusia	Sierra Nevada	Trevelez	2470	-3.295500	37.010083	20.0	old29547_DID_SN	MN595492	NA	NA	Oleg  Shchepin	2017-11-30	Oleg  Shchepin	2017-11-30	2017-12-13	Oleg Shchepin	2020-02-05	Oleg Shchepin	2020-02-05	M. Schnittler, O.N. Shchepin, Y.K. Novozhilov	NA	0	SN2017_27c	2700.0	NW	Trevelez	stony alpine steppe with dwarf shrubs	NW of Trevelez, trail to the Alto del Chorrillo	6314	433
Sc30296	SSU	NA	Yes	549	NA	Diderma	europaeum	FALSE	S1 / SU19R	SN_17	Spain	Andalusia	Sierra Nevada	Trevelez	2470	-3.295500	37.010083	20.0	29541_DID_SN	MN595491	NA	NA	Oleg  Shchepin	2017-11-30	Oleg  Shchepin	2017-11-30	2017-12-13	Oleg Shchepin	2020-02-05	Oleg Shchepin	2020-02-05	M. Schnittler, O.N. Shchepin, Y.K. Novozhilov	NA	0	SN2017_27c	2700.0	NW	Trevelez	stony alpine steppe with dwarf shrubs	NW of Trevelez, trail to the Alto del Chorrillo	6308	433
Sc30295	SSU	NA	Yes	555	NA	Diderma	microcarpum	FALSE	S1 / SU19R	SN_17	Spain	Andalusia	Sierra Nevada	Trevelez	2470	-3.295500	37.010083	20.0	old29540_DID_SN	MN595490	NA	NA	Oleg  Shchepin	2017-10-26	Oleg  Shchepin	2017-11-20	2017-11-24	Oleg Shchepin	2020-02-05	Oleg Shchepin	2020-02-05	M. Schnittler, O.N. Shchepin, Y.K. Novozhilov	NA	0	SN2017_27c	2700.0	NW	Trevelez	stony alpine steppe with dwarf shrubs	NW of Trevelez, trail to the Alto del Chorrillo	6307	433
Sc30283	SSU	NA	Yes	555	NA	Diderma	microcarpum	FALSE	S1 / SU19R	SN_17	Spain	Andalusia	Sierra Nevada	Trevelez	2362	-3.294833	37.009917	20.0	old29528_DID_SN	MN595489	NA	NA	Oleg  Shchepin	2017-10-26	Oleg  Shchepin	2017-11-20	2017-11-24	Oleg Shchepin	2020-02-05	Oleg Shchepin	2020-02-05	M. Schnittler, O.N. Shchepin, Y.K. Novozhilov	NA	0	SN2017_27b	2700.0	NW	Trevelez	stony alpine steppe with dwarf shrubs	NW of Trevelez, trail to the Alto del Chorrillo	6295	432
Sc30279	SSU	NA	Yes	555	NA	Diderma	meyerae	FALSE	S1 / SU19R	SN_17	Spain	Andalusia	Sierra Nevada	Trevelez	2400	-3.294250	37.009194	20.0	old29524_DIDmey_SN	MN595488	NA	NA	Oleg  Shchepin	2017-11-30	Oleg  Shchepin	2017-11-30	2017-12-13	Oleg Shchepin	2020-02-05	Oleg Shchepin	2020-02-05	M. Schnittler, O.N. Shchepin, Y.K. Novozhilov	NA	0	SN2017_27a	2700.0	NW	Trevelez	stony alpine steppe with dwarf shrubs	NW of Trevelez, trail to the Alto del Chorrillo	6291	431
Sc30277	SSU	NA	Yes	555	NA	Diderma	meyerae	FALSE	S1 / SU19R	SN_17	Spain	Andalusia	Sierra Nevada	Trevelez	2400	-3.294250	37.009194	20.0	old29522_DIDmey_SN	MN595487	NA	NA	Oleg  Shchepin	2017-11-30	Oleg  Shchepin	2017-11-30	2017-12-13	Oleg Shchepin	2020-02-05	Oleg Shchepin	2020-02-05	M. Schnittler, O.N. Shchepin, Y.K. Novozhilov	NA	0	SN2017_27a	2700.0	NW	Trevelez	stony alpine steppe with dwarf shrubs	NW of Trevelez, trail to the Alto del Chorrillo	6289	431
Sc30275	SSU	NA	Yes	549	NA	Diderma	europaeum	FALSE	S1 / SU19R	SN_17	Spain	Andalusia	Sierra Nevada	Trevelez	2353	-3.293056	37.007861	20.0	old29520_DID_SN	MN595486	NA	NA	Oleg  Shchepin	2017-11-30	Oleg  Shchepin	2017-11-30	2017-12-13	Oleg Shchepin	2020-02-05	Oleg Shchepin	2020-02-05	M. Schnittler, O.N. Shchepin, Y.K. Novozhilov	NA	0	SN2017_26a	2300.0	NW	Trevelez	stony alpine steppe with dwarf shrubs	NW of Trevelez, above a pine planation, small saddle	6287	430
Sc30262	SSU	NA	Yes	549	NA	Diderma	europaeum	FALSE	S1 / SU19R	SN_17	Spain	Andalusia	Sierra Nevada	Trevelez	2336	-3.292694	37.007944	20.0	DID_SN	MN595485	NA	NA	Oleg  Shchepin	2017-10-26	Oleg  Shchepin	2017-11-20	2017-11-24	Oleg Shchepin	2020-02-05	Oleg Shchepin	2020-02-05	M. Schnittler, O.N. Shchepin, Y.K. Novozhilov	NA	0	SN2017_25	2300.0	NW	Trevelez	stony alpine steppe with dwarf shrubs	NW of Trevelez, above a pine planation	6274	429
Sc30260	SSU	NA	Yes	549	NA	Diderma	europaeum	FALSE	S1 / SU19R	SN_17	Spain	Andalusia	Sierra Nevada	Trevelez	2272	-3.290556	37.007944	20.0	old29505_DID_SN	MN595484	NA	NA	Oleg  Shchepin	2017-10-26	Oleg  Shchepin	2017-11-20	2017-11-24	Oleg Shchepin	2020-02-05	Oleg Shchepin	2020-02-05	M. Schnittler, O.N. Shchepin, Y.K. Novozhilov	NA	0	SN2017_23	2300.0	NW	Trevelez	stony alpine steppe with dwarf shrubs	NW of Trevelez, above a pine planation	6272	427
Sc30232	SSU	NA	Yes	555	NA	Diderma	microcarpum	FALSE	S1 / SU19R	SN_17	Spain	Andalusia	Sierra Nevada	Lanjaron	2463	-3.321722	37.025306	30.0	old29477_DID_SN	MN595483	NA	NA	Oleg  Shchepin	2017-11-30	Oleg  Shchepin	2017-11-30	2017-12-13	Oleg Shchepin	2020-02-05	Oleg Shchepin	2020-02-05	M. Schnittler, O.N. Shchepin, Y.K. Novozhilov	NA	0	SN2017_11d	500.0	E	Refugio Poqueira	alpine steppes with dwarf shrubs	NNE of Capileira	6244	387
Sc30219	SSU	NA	Yes	545	NA	Diderma	alpinum	FALSE	S1 / SU19R	SN_17	Spain	Andalusia	Sierra Nevada	Lanjaron	2459	-3.323194	37.026306	30.0	old29464_DID_SN	MN595482	NA	NA	Oleg  Shchepin	2017-10-24	Oleg  Shchepin	2017-11-14	2017-11-18	Oleg Shchepin	2020-02-05	Oleg Shchepin	2020-02-05	M. Schnittler, O.N. Shchepin, Y.K. Novozhilov	NA	0	SN2017_11c	500.0	E	Refugio Poqueira	alpine steppes with dwarf shrubs	NNE of Capileira	6231	386
